Date,Location,Route Name,Grade,# RP Tries,Type,Wall angle,Hold Types,Length,Laps,Crux location,Continuity,Other Notes
2021.02.18,Bouldering Floor Tall Wall - N,Tan (#45),V1x,1,B,85,Jugs,14,1,None,None,
2021.02.18,Bouldering Floor Tall Wall - N,Purple (#44),V5,25%,B,85,"Rails, drimps",14,0,Early,Continuous,
2021.02.18,Bouldering Floor Tall Wall - N,Blue (#42),V3x,1,B,85,Slopers,14,1,Middle,Continuous,Did this without volumes
2021.02.18,Bouldering Floor Tall Wall - N,Black (#41),V0x,1,B,85,Jugs,14,1,None,None,
2021.02.18,Bouldering Floor Tall Wall - E,Yellow (#48),V3x,1,B,90,Slopers and crimps,14,1,None,None,
2021.02.18,Bouldering Floor Tall Wall - E,Green (#47),V2x,1,B,90,Jugs and crimps,16,1,None,None,
2021.02.18,Bouldering Floor Tall Wall - E,Red (#51),V3x,1,B,90,Crimps,14,1,None,None,
2021.02.18,Bouldering Floor Tall Wall - E,Tan (#50),V2x,1,B,90,Jugs,14,1,None,None,
2021.02.18,North Outside,Green  ,V3x,1,B,90,Slopers and crimps,14,1,None,None,
2021.02.18,North Outside,Tan,V3x,1,B,90,Crimps,14,1,None,None,
2021.02.18,North Outside,Black  ,V4 ,20%,B,90,Slopers,16,1,Early,Not Continuous,REDEMPTION
2021.02.18,North Outside,Purple  ,V0x,1,B,90,Jugs,14,1,None,None,
2021.02.18,North Outside,Blue  ,V2x,1,B,90,Jugs,14,1,None,None,
2021.02.18,North Outside,Yellow  ,V3x,1,B,90,Crimps ,14,1,None,None,
2021.02.18,North Outside,Pink,V1x,1,B,90,Jugs,14,1,None,None,
2021.02.18,East Outside (Slab Wall),Blue,V0x,1,B,80,Jugs,14,1,None,None,
2021.02.18,East Outside (Slab Wall),Red,V2x,1,B,80,Crimps,16,1,None,None,
2021.02.18,East Outside (Slab Wall),Tan,V3x,1,B,80,Crimps,16,1,None,None,
2021.02.18,East Outside (Slab Wall),Green,V2x,1,B,80,Slopers and crimps,14,1,None,None,
2021.02.18,East Outside (Slab Wall),Yellow,V2x,1,B,80,Crimps,16,1,None,None,
2021.02.18,East Outside (Slab Wall),Blue,V4x,2,B,80,Crimps,14,1,End,Not Continuous,
2021.02.18,East Outside (Slab Wall),Pink,V1x,1,B,80,Jugs,14,1,None,None,
2021.02.18,East Outside (Slab Wall),Tan,V3x,1,B,80,Crimps,16,1,None,None,
2021.02.18,NE Arete,Purple,V4x,4,B,90,Crimps,14,1,Early,Not Continuous,
2021.02.18,NE Arete,Blue,V2x,1,B,90-130,Jugs,14,1,None,None,
2021.02.18,NE Arete,Green,V1x,1,B,90-130,Jugs,16,1,None,None,
2021.02.18,NE Arete,Yellow,V5,60%,B,90,Slopers,14,1,Middle,Not Continuous,Middle part is very tough
2021.02.13,Slab Wall,Tan,5.5x,1,TR,80,Jugs,45,4,None,None,
2021.02.13,East Wall (S),Yellow,5.10c,80%,TR,90,Crimps and Jugs,45,1,Middle,Continuous,"Hard, but I pieces together all of the moves"
2021.02.13,Slab Wall,Yellow,5.11a,40%,TR,80,Crimps and slopers,45,1,Middle,Continuous,"First part is alright, but it progressively gets hard, feet at slimy"
2021.02.13,Inside North (South Wall),Yellow,5.10bx,1,TR,90-180,Jugs and crimps,45,1,Top,Continuous,Easy this time around
2021.02.13,Downstairs Slab Wall,Black,5.9,1,TR,85,Crimps,45,1,End,Continuous,Fun
2021.02.11,East Wall (S),Red,5.8x,1,TR,90,Jugs,45,2,None,None,Took a couple of slow laps on this climb
2021.02.11,East Wall (N),Blue,5.10d,1,TR,90,"Slopers, juds, crimps",45,1,None,Continuous,This felt rather easy (5.10-) possibly because there was a great rest in the middle
2021.02.11,Inside North (South Wall),Orange,5.8+,1,SP,90-120,Jugs,45,1,None,Continuous,I struggled to clip after the top hold
2021.02.06,Downstairs N (The Kitchen),Tan,5.10bx,1,TR,90,Slopers and crimps,45,1,Top,Continuous,
2021.02.06,Inside North (South Wall),Orange,5.8+x,1,TR,90-120,Jugs,45,1,None,Continuous,
2021.02.06,Inside North (South Wall),Yellow,5.10a,2,TR,90-180,Jugs and crimps,45,1,Top,Continuous,"REDEMPTION, I can get this, took 1 hang"
2021.02.06,Inside South (Gorilla Wall),Yellow,5.10ax,1,TR,90-105,Jugs and Slopers,45,1,None,Continuous,
2021.02.06,Downstairs N (The Kitchen),Blue,5.5,1,TR,80,Slopers,30,1,None,None,Hand free drill
2021.02.02,E Outside,Black,V1,1,B,90,Jugs,14,16,None,None,
2021.02.02,E Outside,Blue,V1,1,B,90,Slopers  ,14,16,None,None,
2021.02.02,Desk Wall,Red,V1,1,B,90,Jugs,12,16,None,None,
2021.02.02,N Outside,Blue,V1,1,B,90,Jugs,14,16,None,None,
2021.02.02,Bouldering Floor Tall Wall - E,Blue,V4x,2,B,90,"Crimps, slopers, rails",14,1,Middle,Continuous,Sent this back to back
2021.02.02,E Outside,Yellow,V4x,3,B,90,"Crimps, slopers ",14,1,"Early, end",Not Continuous,"Kept right foot, stepped through with left, and it went easy"
2021.01.30,Desk Wall,Red,V1x,1,B,90,Jugs,12,1,None,None,
2021.01.30,Arch,Red,V2x,2,B,90-180,Jugs,14,1,End,Not Continuois,Tough knee bar finish
2021.01.30,Desk Wall,Blue,V3,40%,B,90,Slopers and pinches,14,1,Middle,Not Continuois,REDEMPTION
2021.01.30,Desk Wall,Yellow,V4 ,5%,B,90,Slopers  ,14,1,?,Continuous,Seems hard
2021.01.30,South Overhang,Red,V4x,1,B,130,Jugs,16,1,End,Continuous,"Done, not bad"
2021.01.30,Arch,Yellow,V3,90%,B,90-180,Jugs,18,1,End,Continuous,"Fun, REDEMPTION, knee bar"
2021.01.30,Inside S Arch,Green,V1x,1,B,100,Slopers and Jugs,14,1,None,None,
2021.01.30,Inside S Arch,Black,V3x,1,B,105,Jugs,14,1,None,None,
2021.01.30,Inside S Arch,Yellow,V2x,1,B,100,Jugs,14,1,None,None,
2021.01.30,Inside SW ,Blue,V3x,1,B,105,Jugs,14,1,None,None,
2021.01.30,Inside SW ,Yellow,V2x,1,B,100,Jugs,14,1,None,None,
2021.01.30,Inside SW ,Green,V4,80%,B,105,Pinches and crimps,14,1,End,Not Continuous,"End is tough, but fun ... REDEMPTION"
2021.01.30,Inside West,Purple,V3x,1,B,110,Jugs,14,1,Middle,Not Continuous,"Middle tricky, had hands switched, was smoked but finished"
2021.01.30,Inside West,Blue,V2x,1,B,110,Jugs,14,1,None,None,
2021.01.30,Inside West,Blue,V2x,1,B,90,Jugs,12,1,None,None,
2021.01.28,North Wall (S),Blue,5.9,1,TR,90-180,Jugs,45,1,End,Not Continuous,"The overhanging mantle move is tough, want another try"
2021.01.28,North Wall,Blue,5.5,1,TR,80,Slopers,30,1,None,None,Hand free drill
2021.01.28,North Wall,Orange,5.8x,1,TR,95,"Jugs, rails, slopers",45,1,None,None,Platform Drill
2021.01.28,Stair Wall,Red,5.7,1,TR,95,Jugs,45,1,None,None,Inside/Outside Flagging
2021.01.28,West Wall,Black,5.8x,1,TR,95,Jugs,45,1,None,None,3 Second
2021.01.28,Crack Wall,Black,5.7x,1,TR,95,Jugs,45,1,None,None,Hi and Hand
2021.01.23,Stairs Wall,Red,5.7x,1,TR,95,Jugs,45,1,None,None,
2021.01.23,S Overhang,Red,5.9x,1,TR,90-140,Jugs,45,1,Middle,Continuous,
2021.01.23,Crack Wall,Green,5.11bx,1,TR,90-95,"Crimps, slopers",45,1,Middle,Continuous,"Lots of mini cruxes, but was dihedral so good rest available. Actually had to do a manual (using hand) foot placement, first time doing that. "
2021.01.23,South Overhang,Red,V4,90%,B,130,Jugs,16,1,End,Continuous,"This will go, was tired"
2021.01.19,N Outside,Tan,V4,75%,B,90,Crimps,14,1,End-Middle,Continuous,"Trick is to fist go down low with right hand and then up, I can send this"
2021.01.19,Bouldering Floor Tall Wall - E,Blue,V4,90%,B,90,"Crimps, slopers, rails",14,1,Middle,Continuous,"I can do this, need to get right foot out wide right to get around the upside down volume, was able to do this repeatedly"
2021.01.19,South Overhang,Yellow,V2x,1,B,130,Jugs,16,1,None,None,Great warm-up
2021.01.19,South Overhang,Purple,V3x,2,B,130,Jugs,16,1,End,Continuous,
2021.01.19,South Overhang,Red,V3x,2,B,130,Jugs,16,1,End,Continuous,
2021.01.19,South Overhang,Red,V4,75%,B,130,Jugs,16,1,End,Continuous,This will go
2021.01.16,Downstairs East Wall,Red,5.7x,1,L,95,Jugs,45,1,None,None,
2021.01.16,Downstairs West Wall (near stairs),Yellow,5.10cx,1,TR,95,Crimps and slopers,45,1,End,Continuous,
2021.01.16,Downstairs East Wall (North Arete),Red,5.9x,1,TR,90,Crimps and slopers,45,1,None,Continuous,
2021.01.16,Sport Wall (North),Yellow,5.10ax,1,TR,90-105,"Slopers, crimps and jugs",45,1,End,Continuous,Much easier
2021.01.16,Downstairs West Wall (near stairs),Tan,5.9x,1,TR,95,"Crimps, slopers, jugs",45,1,End,Continuous,
2021.01.12,Bouldering Floor Tall Wall - E,Blue,V4,90%,B,90,"Crimps, slopers, rails",14,1,Middle,Continuous,"I can do this, need to get right foot out wide right to get around the upside down volume, was able to do this repeatedly"
2021.01.12,N Outside,Tan,V4,75%,B,90,Crimps,14,1,End-Middle,Continuous,"Trick is to fist go down low with right hand and then up, I can send this"
2021.01.12,E Outside,Yellow,V4,95%,B,90,"Crimps, slopers ",14,1,"Early, end",Not Continuous,"Last hold, I can send this fresh ... REDEMPTION"
2021.01.12,Desk Wall,Yellow ,V0x,1,B,90,Jugs,14,1,None,Continuous,
2021.01.12,Desk Wall,Orange,V1x,1,B,90,Jugs,14,1,None,Continuous,
2021.01.12,Desk Wall,Black,V2,1,B,90,Crimps,14,1,None,Continuous,
2021.01.12,Arch,Red,V1 ,1,B,90-180,Jugs,14,1,None,None,
2021.01.12,SE Inside Arch,Green,V2,1,B,120,Jugs,14,1,None,None,
2021.01.12,NE Inside Arch,Red,V4,50%,B,90-130,"Jugs, crimps and slopers",14,1,None,None,
2021.01.12,SE Arete,Green,V2x,1,B,90-130,Jugs,16,1,End,Continuous,Fun
2021.01.12,SW Arete,Yellow,V4,40%,B,90-130,Crimps and jugs,14,1,Middle,Continuous,Tricky
2021.01.12,SW Arete,Red,V1x,1,B,90-120,Jugs,14,1,None,Continuous,
2021.01.12,SE Corner,Yellow,V2x,1,B,95,Jugs and Crimps,14,1,None,Continuous,
2021.01.12,SE Corner,Black,V0x,1,B,95,Jugs,14,1,None,Continuous,
2021.01.12,SE Corner,Purple,V3x,1,B,95,Jugs and crimps,14,1,None,Continuous,
2021.01.12,SE Corner,Blue,V4x,1,B,120-130,"Crimps, jugs, huecos",16,1,End,End,"Pretty easy, had to go for it on 2 moves"
2021.01.09,Downstairs Slab Wall,Black,5.9x,1,TR,85,Crimps,45,1,End,Continuous,Fun
2021.01.09,Downstairs Slab Wall,Red,5.10bx,1,TR,85,Slopers and crimps,45,1,End,Continuous,Fun
2021.01.09,"Downstairs N, South Overhang",Blue,5.8x,1,TR,85,Jugs,45,1,None,Continuous,
2021.01.09,Sport Wall (South),Green,5.10bx,1,TR,90-120,Jugs,45,1,End,Continuous,Pumpy
2021.01.09,Downstairs West (N),Purple,5.10ax,1,TR,95,"Slopers, jugs, and crimps",45,1,End,Continuous,"Pumped, went for it, fun"
2021.01.09,Downstairs East Wall,Red,5.7x,1,TR,95,Jugs,45,1,None,None,
2021.01.05,S Overhang,Yellow,V2x,1,B,125,Jugs,16,1,None,None,
2021.01.05,Bouldering Floor Tall Wall - E,Blue,V4,75%,B,90,"Crimps, slopers, rails",14,1,Middle,Continuous,"Can get through early moves, working to link everything up, got to second to last hold ... REDEMPTION"
2021.01.05,E Outside,Yellow,V4,95%,B,90,"Crimps, slopers ",14,1,"Early, end",Not Continuous,"Last hold, I can send this fresh ... REDEMPTION"
2021.01.05,N Outside,Tan,V4 ,75%,B,90,Crimps,14,1,End-Middle,Continuous,Tricky middle move
2021.01.05,Inside S Arch,Purple,V3 ,80%,B,90,Crimps and jugs,16,1,Middle,Continuous,"Tricky problem, want to rework ... REDEMPTION"
2021.01.05,E Outside,Purple,V3x,10,B,90,Juecos,14,1,Early,Early,"Kind of weird early movement, this gave me shitfits, had to just skip far right hold, heel hook and throw"
2021.01.01,Downstairs North Wall,Red,5.8x,1,TR,95,Jugs,45,1,None,Continuous,Super pumped
2021.01.01,Downstairs North Wall,Yellow,5.10ax,1,TR,95,Slopers and Jugs,45,1,End,Continuous,Pretty easy
2021.01.01,Downstairs Slab Wall (NE corner),Blue,5.9,1,TR,90,Crimps and slopers,45,1,Middle,Continuous,Fun
2021.01.01,Downstairs West (N),Purple,5.10,95%,TR,95,"Slopers, jugs, and crimps",45,1,End,Continuous,"Pumped, should have just gone for it"
2021.01.01,Downstairs East (S),Black,5.9x,1,TR,95,"Jugs, crimps",45,1,Mid way,Not Continuous,Could take a break midway up
2021.01.01,Downstairs Crack Wall,Black,5.7x,1,TR,92,Jugs,45,1,None,None,
2020.12.31,Bouldering Floor Tall Wall - N,Black,V4,50%,B,85,Crimps  ,14,1,Mid way,Not Continuous,
2020.12.31,Bouldering Floor Tall Wall - N,Red,V2x,1,B,85,Jugs,14,1,None,None,
2020.12.31,Bouldering Floor Tall Wall - N,Geen,V0x,1,B,85,Jugs,14,1,None,None,
2020.12.31,Bouldering Floor Tall Wall - E,Black,V3x,1,B,90,Crimps and rails,14,1,End,Not Continuous,"End was hard, had to just go for last hold, felt like V4"
2020.12.31,Bouldering Floor Tall Wall - E,Blue,V4,35%,B,90,"Crimps, slopers, rails",14,1,Middle,Continuous,Tough early move
2020.12.31,Bouldering Floor Tall Wall - E,Red,V1x,1,B,90,"Jugs, slopers",14,1,End,Continuous,A little stout for V1
2020.12.31,N Outside,Tan,V4 ,75%,B,90,Crimps,14,1,End-Middle,Not Continuous,I can send this
2020.12.31,E Outside,Yellow,V4,75%,B,90,"Crimps, slopers ",14,1,"Early, end",Not Continuous,"Tricky start and finish, touch feet, though I can send this"
2020.12.31,SE Arete,Green,V2x,1,B,90-130,Jugs,16,1,End,Continuous,Fun
2020.12.31,SE Arete,Red,V3x,2,B,90-130,Jugs,16,1,Middle,Not Continuous,"Fun, required good foot move which was cool"
2020.12.31,E Inside,Green,V1x,1,B,90-110,Jugs,14,1,None,None,Pumped
2020.12.31,N Inside,Green,V2x,1,B,90-110,Slopers,14,1,None,None,
2020.12.27,N Outside,Red,V4x,4,B,90,"Chips, slopers",14,1,End,Continuous,"Really had to trust feet, get right foot high before going for finish"
2020.12.27,N Outside,Purple,V4x,1,B,90,Slopers and rails,14,1,Middle,Continuous,Easy flash
2020.12.27,N Outside,Yellow,V3x,1,B,90,"Chips, jugs and rails",14,1,None,None,
2020.12.27,N Outside,Blue,V1x,1,B,90,Jugs,14,1,None,None,
2020.12.27,N Outside,Red,V2x,1,B,90,Jugs,14,1,None,None,
2020.12.27,N Outside,Tan,V4 ,15%,B,90,Crimps,14,1,None,None,
2020.12.27,E Outside,Yellow,V4x,2,B,90,Crimps,14,1,Early,Continuous,Don't remember much
2020.12.27,E Outside,Blue,V1x,1,B,90,Slopers  ,14,1,None,None,
2020.12.27,E Outside,Purple,V2x,1,B,90,Crimps,14,1,None,None,
2020.12.27,E Outside,Blue,V3x,4,B,90,Slopers,14,1,Middle,Middle,Had to trust feed and do a right legged pistol squat so a little hard
2020.12.27,E Outside,Black,V1x,1,B,90,Jugs,14,1,None,None,
2020.12.27,E Outside,Purple,V3,2,B,90,Juecos,14,1,Early,Early,Kind of weird early movement
2020.11.25,Bouldering Floor Tall Wall - E,Tan,V2x,1,B,85,Jugs and slopers,14,1,None,None,
2020.11.25,Bouldering Floor Tall Wall - N,Purple,V6,80%,B,85,Crimps  ,14,1,MIddle to End,Middle to End,"No dice, closer, but still hard"
2020.11.25,Slab Wall,Purple,V3x,2,B,85,Pinches and Crimps,14,1,None,None,
2020.11.25,Bouldering Floor Tall Wall - N,Red,V5,4,B,85,Slopers and crimps,14,1,MIddle to End,Middle to End,Redid
2020.11.25,Inside S Arch,Purple,V3x,1,B,90,Crimps and jugs,16,1,Middle,Continuous,Just campused
2020.11.25,Downstairs West,Yellow,5.7x,1,TR,95,Jugs,45,1,None,None,
2020.11.25,Downstairs West,Red,5.9x,1,TR,95,Jugs,45,1,End,Continuous,"Easy, but I was pumped"
2020.11.25,Sport Wall (South),Green,5.10b,90%,TR,90-120,Jugs,45,1,End,Continuous,"Took a hang because I pumped out at the end, should have sent"
2020.11.25,Sport Wall (North),Yellow,5.10a,80%,TR,90-105,"Slopers, crimps and jugs",45,1,End,Continuous,"Took one hang on a section where I was pumped, should have sent"
2020.11.22,Desk Wall,Tan,V3x,3,B,90,Crimps,16,1,Middle,Continuous,"Done, not bad"
2020.11.22,Desk Wall,Orange,V1x,1,B,90,Jugs,14,1,None,None,
2020.11.22,Desk Wall,Black,V2x,1,B,90,Jugs,14,1,None,None,
2020.11.22,Inside S Arch,Purple,V3 ,99%,B,90,Crimps and jugs,16,1,Middle,Continuous,Can finish this campusing ... REDEMPTION
2020.11.22,Arch (n),Black,V2x,2,B,100-180,Jugs,16,1,End,Continuous,Done
2020.11.22,SE Arete,Black,V2x,1,B,90-110,Jugs,14,1,None,None,
2020.11.22,Inside West,Red,V2x,1,B,90-110,Jugs,14,1,None,None,
2020.11.22,Inside West,Purpel,V3,80%,B,90-110,Jugs,16,1,End,End,REDEMPTION
2020.11.22,SE Arete Overhang,Tan,V3,75%,B,90-110,Jugs,14,1,End,End,REDEMPTION
2020.11.22,Inside West,Yellow,V4,35%,B,90-110,Jugs and rails,14,1,Early,Early,Tough to get from rail to jugs. Maybe dyno?
2020.11.22,Bouldering Floor Tall Wall - N,Purple,V6,80%,B,85,Crimps  ,14,1,MIddle to End,Middle to End,I think I can get this
2020.11.18,SE Dihedral (near overhang),Black,V0x,1,B,90,Jugs,14,1,None,Continuous,
2020.11.18,SE Dihedral (near overhang),Yellow,V2x,3,B,90,Jugs ands crimps,14,1,Early,Continuous,Really hard for a V2
2020.11.18,S Overhang,Black,V3x,1,B,120,Jugs,16,1,End,Continuous,
2020.11.18,S Overhang,Black,V3x,1,B,120,Jugs,18,1,Middle,Continuous,
2020.11.18,Inside S Arch,Tan,V3x,1,B,120,Jugs,18,1,End,Continuous,Tricky cross over hueco
2020.11.18,Inside S Arch,Tan,V3x,1,B,90-100,Crimps and huecos,18,1,Early,Continuous,
2020.11.18,Inside S Arch,Purple,V3 ,60%,B,90,Crimps and jugs,16,1,Middle,Continuous,"Tricky problem, want to rework ... REDEMPTION"
2020.11.18,Arch (s),Red,V1x,1,B,100-180,Jugs,16,1,End,Continuous,Fun
2020.11.18,Arch (s),Purple,V3,90%,B,100-180,Jugs,16,1,End,Continuous,"Tricky ending, I can send this ... REDEMPTION"
2020.11.18,Arch (n),Black,V2 ,75%,B,100-180,Jugs,16,1,End,Continuous,"Tricky ending, I can send this ... REDEMPTION"
2020.11.18,Desk Wall,Tan,V3,90%,B,90,Crimps,16,1,Middle,Continuous,"Tricky ending, I can send this ... REDEMPTION"
2020.11.16,Downstairs North Wall,Red,5.8x,1,TR,90-100,Jugs,45,1,None,Continuous,Gassed
2020.11.16,Downstairs Slab Wall (NE corner),Blue,5.9x,1,TR,90,Crimps and slopers,45,1,Middle,Continuous,Fun
2020.11.16,Downstairs Slab Wall,Black,5.9,1,TR,80,Crimps,45,1,Middle,Continuous,"""Someone's warm-up climb"""
2020.11.16,Downstairs Slab Wall,Tan,5.5x,1,TR,80,Crimps and slopers,45,1,None,Continuous,Footwork practice
2020.11.16,Downstairs Slab Wall,Green,5.10dx,1,TR,80,Crimps and slopers,45,1,End,Continuous,"Last moves were hard, tired"
2020.11.16,East Wall (S),Tan,5.6,60%,TR,95,Jugs,45,1,Middle,Continuous,Completely smoked
2020.11.16,East Wall (S),Green,5.10ax,1,TR,95,Jugs and slopers,45,1,None,Continuous,"Was gassed, but not too bad"
2020.11.11,Crack Wall,Purple,5.8x,1,TR,95,Jugs,45,1,None,Continuous,
2020.11.11,Crack Wall,Black,5.10ax,1,TR,95,"Crimps, slopers",45,1,Middle,Continuous,
2020.11.11,Crack Wall,Blue,5.9x,1,TR,95,Jugs,35,1,Middle,Continuous,
2020.11.11,Crack Wall,Black,5.6x,1,TR,95,Jugs,45,1,None,Continuous,
2020.11.11,Crack Wall,Red,5.11a,35%,TR,95,Crimps and slopers,45,1,Middle,Continuous,
2020.11.11,Downstairs Slab Wall,Green,5.10d,85%,TR,80,Crimps and slopers,45,1,End,Continuous,"A couple of hard moves, but gassed at the end. I can send this. "
2020.11.02,Bouldering Floor Tall Wall - E,Bluew,V4x,3,B,90,Huecos and slopers,18,1,Middle,Continuous,Took a few tries to get the right sequence in the middle
2020.11.02,Bouldering Floor Tall Wall - N,Purple,V6,80%,B,85,Crimps  ,14,1,MIddle to End,Middle to End,I think I can get this
2020.11.02,Slab wall,Purple,V4,35%,B,85,Slopers,14,1,None,None,Tough
2020.10.23,Bouldering Floor Tall Wall - N,Red,V5x,10,B,85,Slopers and crimps,14,1,MIddle to End,Middle to End,"Had to do 4 foot moves off sloper to send this, flagged to get to final hold. Did 3-4 times. "
2020.10.23,Bouldering Floor Tall Wall - N,Green,V4x,10,B,85,Slopers and crimps,14,1,MIddle to End,Middle to End,"Had to get into the lie-back early, and inside step up and to the right"
2020.10.23,Bouldering Floor Tall Wall - E,Red,V3x,1,B,90,Crimps and Jugs,14,1,None,None,
2020.10.23,Bouldering Floor Tall Wall - N,Purple,V6,80%,B,85,Crimps  ,14,1,MIddle to End,Middle to End,I think I can get this
2020.10.23,Slab Wall,Black,V6,20%,B,85,Crimps,16,1,Early,Continuous,Feels hard all the way through
2020.10.23,Inside West,Blue,V3x,2,B,90-130,Jugs,14,1,End,End,
2020.10.23,Iniside Arch,Purple,V4,50%,B,100-110,Slopers,14,1,Middle,Middle,This can go
2020.10.23,SE Arete,Red,V4,15%,B,90-130,Slopers and Crimps,14,1,Early,Early,
2020.10.23,Bouldering Floor Tall Wall - E,Yellow,V1x,1,B,90,Crimps and Jugs,14,1,None,None,
2020.10.20,Bouldering Floor Tall Wall - N,Red,V5,90%,B,85,Slopers and crimps,14,1,MIddle to End,Middle to End,"I think I have this, have to really load sloper with both hands, throw right foot wide, collect myself and go for crimp"
2020.10.20,North Outside,Lime Green,V4,65%,B,90,Slopers,14,1,Middle,Continuous,"Fun route, I can send this"
2020.10.20,North Outside,Red,V3x,1,B,90,Slopers,14,1,Middle,Middle  ,Interesting route
2020.10.20,Slab wall,Black,V3x,1,B,85,Rails,14,1,None,None,
2020.10.20,Bouldering Floor Tall Wall - E,Tan,V2x,1,B,85,Jugs and slopers,14,1,None,None,
2020.10.20,Outside NE Arete,Yellew,V3x,1,B,90,Slopers and jugs,14,1,Middle  ,Middle  ,
2020.10.20,Slab wall,Yellow,V3x,1,B,90,Crimps,14,1,Middle  ,Middle  ,
2020.10.20,Slab wall,Red,V2x,1,B,85,Slopers,14,1,None,None,
2020.10.20,Slab wall,Purple,V4,35%,B,85,Slopers,14,1,None,None,Tough
2020.10.20,Bouldering Floor Tall Wall - E,Blue,V4,10%,B,85,Jugs and slopers,14,1,None,None,Big dyno or around the world
2020.10.20,Bouldering Floor Tall Wall - N,Yellow,V3x,1,B,85,Slopers and crimps,14,1,MIddle to End,Middle to End,
2020.10.20,Bouldering Floor Tall Wall - N,Green,V4,60%,B,85,Slopers and crimps,14,1,MIddle to End,Middle to End,Fun  
2020.09.18,S Overhang,Red,V4,50%,B,120,Jugs and rails,14,1,Middle,Continuous,Fun but hard
2020.09.18,Inside North,Red,V2,1,B,90-120,Jugs,28,1,None,None,Lemon-lime = hard
2020.09.18,E Slab Wall,Blue,V2,1,B,85,Crimps,14,1,None,None,Lemon-lime = hard
2020.09.18,E Slab Wall,Green,V3,1,B,85,Slopers and crimps,16,1,None,None,Lemon-lime = hard
2020.09.18,North Outside,Blue,V1x,1,B,90,Jugs,14,1,None,None,
2020.09.18,North Outside,Orange,V5,25%,B,90,Slopers,16,1,Early,Early,"Interesting, I was almost able to get past start"
2020.09.18,North Outside,Blue,V0x,1,B,90,Jugs,14,1,None,None,
2020.09.18,North Outside,Tan,V3x,1,B,90,Huecos and crimps,14,1,None,None,
2020.09.18,North Outside,Lime Green,V4,65%,B,90,Slopers,14,1,Middle,Continuous,"Fun route, I can send this"
2020.09.13,Slab Wall,Purple,V6,60%,B,85,Slopers and crimps,14,1,Middle,Continuous,"Hard, Jade's project"
2020.09.13,Bouldering Floor Tall Wall - N,Black,V5,75%,B,90,Crimps  ,13,1,Middle,Continuous,"Tough, have to trust feet"
2020.09.13,Arch,Tan,V3,1,B,90-180,Jugs,12,1,None,Continuous,
2020.09.13,Cave,Red,V3x,1,B,90-180,Jugs,16,1,End,Continuous,Fun
2020.09.13,Inside Cave (SE) (further s then below),Purple,V4,40%,B,95,Slopers,14,1,Not sure,Continuous,Early REDEMPTION
2020.09.13,Inside Cave (SE),Purple,V4,40%,B,105,"Slopers, jugs and rail",14,1,Not sure,Not sure,"Tough route, I need to match hands and step right foot up high and throw back and behind me. REDEMPTION"
2020.09.13,South Overhang,Tan,V4,75%,B,110,"Crimps, Huecos",14,1,End,End,"Tough high move, I opted not to use volume, I can do this"
2020.09.13,Desk Wall,Orange,V4,60%,B,90,Crimps,12,1,Middle,Middle,Tough feet situation in middle REDEMPTION
2020.09.13,Desk Wall,Blue,V2x,3,B,90,Crimps ,12,1,Beginning,Beginning,
